time,A,B,P,cat,A_indep,B_indep,P_indep,cat_indep
0.0,0.5,0.8,0.0,0.03,0.5,0.8,0.0,0.03
0.5128205128205128,0.4846109693364724,0.8073015364967958,0.0384620530779528,,,,,
1.0256410256410255,0.3922197999700624,0.7069801651637898,0.0732400390763958,,,,,
1.5384615384615383,0.3786796587166531,0.7521852184174136,0.1018688173948287,,,,,
2.051282051282051,0.3377455135408996,0.6763646651029906,0.1302212804287685,,,,,
2.564102564102564,0.3104664357240014,0.6512694274936018,0.158218310364788,,,,,
3.0769230769230766,0.3079774341481084,0.650105454093704,0.1729369249926875,,,,,
3.589743589743589,0.2829793226005948,0.5905152079050949,0.1971227959301291,,,,,
4.102564102564102,0.2597153551183678,0.6711286411357699,0.2302483537954016,,,,,
4.615384615384615,0.2489425236537013,0.5067758582474127,0.2318744386078175,,,,,
5.128205128205128,0.2319879534697191,0.5809599826027249,0.2411835923596019,,,,,
5.6410256410256405,0.2152461137203646,0.5045287808729982,0.2776721587073827,,,,,
6.153846153846153,0.2043280677326768,0.5407923662074277,0.2926006585305801,,,,,
6.666666666666666,0.1980694091047297,0.5279474609646005,0.2802989243891237,,,,,
7.179487179487179,0.1834663683527377,0.4991086736221169,0.2966221276311308,,,,,
7.692307692307692,0.1685084932697368,0.4983108621421138,0.324707417144093,,,,,
8.205128205128204,0.1655575077460209,0.4861976027973027,0.3285545846354183,,,,,
8.717948717948717,0.1708935102803282,0.4973121259167394,0.3183130332831751,,,,,
9.23076923076923,0.1582814832338498,0.4998440288074514,0.3470124153263743,,,,,
9.743589743589745,0.1507958127765823,0.4851089043406206,0.3543793642006506,,,,,
10.256410256410255,0.1477752204062545,0.48145549719358,0.3251042837041611,,,,,
10.769230769230768,0.15523773775483,0.4748956859736041,0.3514860624008032,,,,,
11.28205128205128,0.1429486715860768,0.4261760300141788,0.3324126239605572,,,,,
11.794871794871794,0.1351383018309062,0.4492347400194386,0.3380053107068523,,,,,
12.307692307692308,0.1302440897179841,0.4459862654075577,0.3836704415382201,,,,,
12.82051282051282,0.123772630779585,0.4468648817213275,0.3505008365104339,,,,,
13.333333333333332,0.131562393980305,0.4653231838016828,0.3423690921402607,,,,,
13.846153846153843,0.1313592794319253,0.4190595926876811,0.3974666963819704,,,,,
14.358974358974358,0.1259873710903812,0.4397683750090652,0.3607370424612082,,,,,
14.87179487179487,0.1221823463503584,0.4254367313346694,0.3691416480961992,,,,,
15.384615384615383,0.126480717547743,0.4663654232098184,0.3442820571332495,,,,,
15.897435897435896,0.112922275682915,0.4496898149105437,0.3693164142692555,,,,,
16.41025641025641,0.1185567046716262,0.4153485392139077,0.3911106009322817,,,,,
16.92307692307692,0.1065839692387302,0.4307447003371202,0.3621303262578331,,,,,
17.435897435897434,0.1130415704294531,0.4733029281172778,0.3658883274757861,,,,,
17.94871794871795,0.1154221168759772,0.4261018435562423,0.3677753460991708,,,,,
18.46153846153846,0.1140997253451098,0.4275672653700171,0.3615907698476537,,,,,
18.97435897435897,0.1066905048253273,0.4515516700512888,0.3599324056594614,,,,,
19.487179487179485,0.1178242201326973,0.4178452402046627,0.3688506515605386,,,,,
20.0,0.1056060023268062,0.4281391582886253,0.3626433786751388,,,,,
